,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,price_per_sqft,latitude,longitude
47824,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7303,6.0,A5,4559 204TH ST,,11361.0,1.0,0.0,1.0,1940.0,800.0,1945.0,1,A5,590000.0,11/26/19,737.5,,
47825,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7306,46.0,A5,206-49 45TH DRIVE,,11361.0,1.0,0.0,1.0,3100.0,1280.0,1955.0,1,A5,0.0,6/12/19,0.0,,
47826,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7306,50.0,A5,206-41 45TH DRIVE,,11361.0,1.0,0.0,1.0,3150.0,1280.0,1955.0,1,A5,715000.0,9/17/19,558.59375,,
47827,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7307,1.0,A5,45-69 206TH STREET,,11361.0,1.0,0.0,1.0,3200.0,1024.0,1955.0,1,A5,670000.0,1/7/19,654.296875,,
47828,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7308,37.0,A5,46-04 OCEANIA STREET,,11361.0,1.0,0.0,1.0,3818.0,1280.0,1955.0,1,A5,1588470.0,9/20/19,1240.9921875,,
47829,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7310,24.0,A5,209-64 45TH ROAD,,11361.0,1.0,0.0,1.0,1975.0,760.0,1945.0,1,A5,0.0,6/6/19,0.0,,
47830,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7311,1.0,A5,45-69 OCEANIA STREET,,11361.0,1.0,0.0,1.0,2375.0,1024.0,1950.0,1,A5,0.0,8/30/19,0.0,,
47831,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7311,48.0,A5,209-19 46 AVENUE,,11361.0,1.0,0.0,1.0,3792.0,1056.0,1950.0,1,A5,780000.0,2/12/19,738.6363636363636,,
47832,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7314,1.0,A1,4545 211 STREET,,11361.0,1.0,0.0,1.0,9000.0,1562.0,1920.0,1,A1,0.0,10/24/19,0.0,,
47833,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7314,9.0,A2,211-14 45TH ROAD,,11361.0,1.0,0.0,1.0,5000.0,1388.0,1920.0,1,A2,0.0,12/18/19,0.0,,
47834,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7317,9.0,A2,46-31 204TH STREET,,11361.0,1.0,0.0,1.0,4899.0,936.0,1965.0,1,A2,700000.0,6/4/19,747.8632478632477,,
47835,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7319,116.0,A5,204-36 47TH ROAD,,11361.0,1.0,0.0,1.0,2600.0,1024.0,1950.0,1,A5,0.0,4/27/19,0.0,,
47836,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7320,31.0,A5,20660 46TH ROAD,,11361.0,1.0,0.0,1.0,3400.0,1056.0,1965.0,1,A5,0.0,10/4/19,0.0,,
47837,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7320,46.0,A1,208-17 47TH AVENUE,,11361.0,1.0,0.0,1.0,2700.0,2250.0,2003.0,1,A1,1230000.0,5/21/19,546.6666666666666,,
47838,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7320,71.0,A5,206-21 47TH AVENUE,,11361.0,1.0,0.0,1.0,2600.0,1024.0,1965.0,1,A5,512000.0,8/30/19,500.0,,
47839,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7321,22.0,A5,206-12 47TH AVENUE,,11361.0,1.0,0.0,1.0,2700.0,1224.0,1960.0,1,A5,715000.0,4/30/19,584.1503267973858,,
47840,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7321,36.0,A5,47-32 207TH STREET,,11361.0,1.0,0.0,1.0,2140.0,1600.0,1955.0,1,A5,0.0,4/16/19,0.0,,
47841,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7325,51.0,A1,212-09 47TH AVENUE,,11361.0,1.0,0.0,1.0,2394.0,1024.0,1960.0,1,A1,0.0,7/3/19,0.0,,
47842,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7326,30.0,A5,47-28 210TH STREET,,11361.0,1.0,0.0,1.0,1408.0,1120.0,1955.0,1,A5,750000.0,5/24/19,669.6428571428571,,
47843,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7326,54.0,A5,47-19 OCEANIA STREET,,11361.0,1.0,0.0,1.0,1488.0,1120.0,1955.0,1,A5,0.0,1/16/19,0.0,,
47844,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7327,15.0,A5,47-17 210TH STREET,,11361.0,1.0,0.0,1.0,1408.0,1120.0,1950.0,1,A5,725000.0,5/24/19,647.3214285714286,,
47845,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7332,122.0,A1,214-32 45TH ROAD,,11361.0,1.0,0.0,1.0,2528.0,1594.0,1925.0,1,A1,980000.0,1/9/19,614.8055207026349,,
47846,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7332,125.0,A1,214-36 45TH ROAD,,11361.0,1.0,0.0,1.0,2378.0,1594.0,1925.0,1,A1,0.0,7/27/19,0.0,,
47847,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7332,125.0,A1,214-36 45TH ROAD,,11361.0,1.0,0.0,1.0,2378.0,1594.0,1925.0,1,A1,0.0,10/5/19,0.0,,
47848,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7332,125.0,A1,214-36 45TH ROAD,,11361.0,1.0,0.0,1.0,2378.0,1594.0,1925.0,1,A1,550000.0,11/13/19,345.0439146800502,,
47849,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7334,46.0,A5,45-43 215 STREET,,11361.0,1.0,0.0,1.0,2430.0,1114.0,1955.0,1,A5,915000.0,5/8/19,821.3644524236985,,
47850,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7335,17.0,A1,45-28 216TH STREET,,11361.0,1.0,0.0,1.0,4200.0,1998.0,1950.0,1,A1,0.0,5/10/19,0.0,,
47851,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7335,35.0,A1,215-39 46TH AVENUE,,11361.0,1.0,0.0,1.0,4369.0,2086.0,1935.0,1,A1,1210000.0,2/28/19,580.0575263662512,,
47852,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7336,34.0,A5,45-52 217TH STREET,,11361.0,1.0,0.0,1.0,2511.0,1122.0,1955.0,1,A5,760000.0,11/5/19,677.3618538324421,,
47853,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7336,56.0,A5,45-21 216TH STREET,,11361.0,1.0,0.0,1.0,2800.0,1122.0,1955.0,1,A5,728000.0,3/15/19,648.8413547237077,,
47854,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7337,13.0,A5,45-25 217TH STREET,,11361.0,1.0,0.0,1.0,2650.0,1260.0,1955.0,1,A5,0.0,12/30/19,0.0,,
47855,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7337,45.0,A5,45-32 218TH STREET,,11361.0,1.0,0.0,1.0,2700.0,1122.0,1955.0,1,A5,725000.0,5/21/19,646.1675579322637,,
47856,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7337,49.0,A5,45-24 218TH STREET,,11361.0,1.0,0.0,1.0,2700.0,1122.0,1955.0,1,A5,0.0,2/26/19,0.0,,
47857,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7337,50.0,A5,45-22 218TH STREET,,11361.0,1.0,0.0,1.0,2700.0,1356.0,1955.0,1,A5,788000.0,3/29/19,581.1209439528022,,
47858,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7339,41.0,A5,214-22 46TH AVE,,11361.0,1.0,0.0,1.0,1800.0,1224.0,1950.0,1,A5,0.0,7/22/19,0.0,,
47859,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7343,17.0,A5,46-20 217TH STREET,,11361.0,1.0,0.0,1.0,2742.0,1122.0,1950.0,1,A5,750000.0,12/9/19,668.4491978609626,,
47860,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7343,18.0,A5,46-22 217TH STREET,,11361.0,1.0,0.0,1.0,2742.0,1122.0,1950.0,1,A5,670000.0,12/9/19,597.1479500891265,,
47861,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7343,32.0,A5,46-39 216TH ST,,11361.0,1.0,0.0,1.0,2842.0,1368.0,1950.0,1,A5,808000.0,11/19/19,590.6432748538011,,
47862,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7350,59.0,A5,47-09 217TH STREET,,11361.0,1.0,0.0,1.0,2650.0,1260.0,1955.0,1,A5,778000.0,7/31/19,617.4603174603176,,
47863,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7351,16.0,A2,217-28 47TH ROAD,,11361.0,1.0,0.0,1.0,4000.0,1177.0,1960.0,1,A2,920000.0,8/23/19,781.6482582837723,,
47864,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7353,117.0,A1,47-50 202ND STREET,,11361.0,1.0,0.0,1.0,4000.0,2250.0,1992.0,1,A1,0.0,5/22/19,0.0,,
47865,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7360,40.0,A0,48-29 201ST STREET,,11364.0,1.0,0.0,1.0,4400.0,1280.0,1950.0,1,A0,650000.0,2/12/19,507.8125,,
47866,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7360,54.0,A0,48-03 201ST STREET,,11364.0,1.0,0.0,1.0,4180.0,1280.0,1950.0,1,A0,0.0,4/4/19,0.0,,
47867,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7362,17.0,A5,48-20 204TH STREET,,11364.0,1.0,0.0,1.0,2825.0,1224.0,1955.0,1,A5,0.0,9/20/19,0.0,,
47868,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7362,28.0,A5,48-42 204TH STREET,,11364.0,1.0,0.0,1.0,2825.0,896.0,1955.0,1,A5,680000.0,7/5/19,758.9285714285713,,
47869,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7364,53.0,A1,48-17 205TH STREET,,11364.0,1.0,0.0,1.0,2842.0,1638.0,1920.0,1,A1,0.0,6/7/19,0.0,,
47870,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7365,46.0,A1,48-43 206TH STREET,,11364.0,1.0,0.0,1.0,2900.0,1640.0,1920.0,1,A1,875000.0,6/26/19,533.5365853658536,,
47871,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7366,20.0,A1,48-30 208TH STREET,,11364.0,1.0,0.0,1.0,4200.0,1720.0,1925.0,1,A1,0.0,4/11/19,0.0,,
47872,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7366,47.0,A5,48-59 207TH STREET,,11364.0,1.0,0.0,1.0,2200.0,836.0,1935.0,1,A5,630000.0,6/24/19,753.5885167464114,,
47873,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7368,7.0,A5,48-02 210TH STREET,,11364.0,1.0,0.0,1.0,1500.0,1632.0,1960.0,1,A5,785000.0,10/17/19,481.0049019607843,,
47874,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7368,9.0,A5,48-06 210TH STREET,,11364.0,1.0,0.0,1.0,1280.0,1496.0,1960.0,1,A5,668000.0,7/24/19,446.524064171123,,
47875,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7369,13.0,A1,48-17 210TH STREET,,11364.0,1.0,0.0,1.0,7080.0,1317.0,1925.0,1,A1,970000.0,6/3/19,736.5223993925589,,
47876,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7370,23.0,A1,4834 212TH ST,,11364.0,1.0,0.0,1.0,4000.0,1600.0,1935.0,1,A1,0.0,1/7/19,0.0,,
47877,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7371,39.0,A1,212-15 50TH AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1196.0,1935.0,1,A1,0.0,5/4/19,0.0,,
47878,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7372,36.0,A1,48-56 BELL BOULEVARD,,11364.0,1.0,0.0,1.0,4850.0,1150.0,1940.0,1,A1,916000.0,5/2/19,796.5217391304348,,
47879,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7372,50.0,A1,48-43 213TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1437.0,1940.0,1,A1,0.0,4/30/19,0.0,,
47880,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7377,18.0,A5,50-34 201ST STREET,,11364.0,1.0,0.0,1.0,2500.0,1024.0,1955.0,1,A5,280000.0,2/28/19,273.4375,,
47881,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7377,26.0,A5,200-15 53RD AVENUE,,11364.0,1.0,0.0,1.0,3000.0,1224.0,1955.0,1,A5,0.0,4/5/19,0.0,,
47882,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7377,62.0,A5,50-01 FRANCIS LEWIS BLVD,,11364.0,1.0,0.0,1.0,2231.0,1224.0,1955.0,1,A5,425000.0,8/12/19,347.22222222222223,,
47883,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7378,4.0,A1,201-08 50TH AVENUE,,11364.0,1.0,0.0,1.0,3000.0,1396.0,1930.0,1,A1,955000.0,1/2/19,684.0974212034383,,
47884,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7378,31.0,A1,201-11 53RD AVENUE,,11364.0,1.0,0.0,1.0,3200.0,1489.0,1920.0,1,A1,0.0,12/6/19,0.0,,
47885,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7378,49.0,A5,50-25 201ST STREET,,11364.0,1.0,0.0,1.0,2500.0,896.0,1950.0,1,A5,0.0,9/20/19,0.0,,
47886,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7379,32.0,A1,202-09 53RD AVENUE,,11364.0,1.0,0.0,1.0,3000.0,1630.0,1920.0,1,A1,870000.0,4/29/19,533.7423312883435,,
47887,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7379,37.0,A1,202-01 53RD AVENUE,,11364.0,1.0,0.0,1.0,2500.0,1630.0,1920.0,1,A1,845000.0,12/3/19,518.4049079754601,,
47888,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7379,50.0,A1,50-21 202ND STREET,,11364.0,1.0,0.0,1.0,3000.0,1630.0,1920.0,1,A1,810000.0,12/30/19,496.9325153374233,,
47889,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7383,52.0,A5,50-13 206TH STREET,,11364.0,1.0,0.0,1.0,2242.0,1367.0,1925.0,1,A5,0.0,11/12/19,0.0,,
47890,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7386,28.0,A1,209-19 53RD AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1404.0,1955.0,1,A1,0.0,7/15/19,0.0,,
47891,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7387,3.0,A0,210-06 50TH AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1140.0,1950.0,1,A0,0.0,10/28/19,0.0,,
47892,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7387,17.0,A2,50-23 210 STREET,,11364.0,1.0,0.0,1.0,8250.0,1239.0,1935.0,1,A2,0.0,2/6/19,0.0,,
47893,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7387,44.0,A1,50-20 211TH STREET,,11364.0,1.0,0.0,1.0,3996.0,1196.0,1935.0,1,A1,175000.0,12/24/19,146.3210702341137,,
47894,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7389,1.0,A1,212-04 50TH AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1436.0,1935.0,1,A1,1040000.0,5/31/19,724.2339832869079,,
47895,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7389,18.0,A1,50-28 213TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1776.0,1935.0,1,A1,0.0,6/6/19,0.0,,
47896,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7389,54.0,A0,50-15 212TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1344.0,1945.0,1,A0,0.0,10/22/19,0.0,,
47897,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7392,10.0,A1,48-10 215TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1600.0,1935.0,1,A1,1084000.0,3/8/19,677.5,,
47898,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7393,35.0,A1,4807 215 STREET,,11364.0,1.0,0.0,1.0,4080.0,1551.0,1935.0,1,A1,0.0,8/28/19,0.0,,
47899,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7396,5.0,A1,50-15 216TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1020.0,1950.0,1,A1,930000.0,2/19/19,911.7647058823527,,
47900,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7396,38.0,A1,48-01 216TH STREET,,11364.0,1.0,0.0,1.0,4800.0,1880.0,1935.0,1,A1,550000.0,8/22/19,292.55319148936167,,
47901,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7396,54.0,A5,49-10 217TH STREET,,11364.0,1.0,0.0,1.0,2600.0,1692.0,1935.0,1,A5,838000.0,7/10/19,495.2718676122931,,
47902,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7399,25.0,A5,48-08 SPRINGFIELD BOULEVARD,,11364.0,1.0,0.0,1.0,3348.0,1692.0,1935.0,1,A5,992500.0,7/10/19,586.5839243498817,,
47903,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7400,61.0,A1,217-24 49TH AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1104.0,1935.0,1,A1,615000.0,8/1/19,557.0652173913044,,
47904,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7401,1.0,A1,50-19 217TH STREET,,11364.0,1.0,0.0,1.0,4480.0,1760.0,1935.0,1,A1,0.0,7/17/19,0.0,,
47905,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7401,131.0,A2,50-12 SPRINGFIELD BLVD,,11364.0,1.0,0.0,1.0,5560.0,936.0,1950.0,1,A2,845000.0,11/26/19,902.7777777777777,,
47906,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7402,57.0,A1,51-17 217TH STREET,,11364.0,1.0,0.0,1.0,3842.0,2355.0,1920.0,1,A1,0.0,4/25/19,0.0,,
47907,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7402,99.0,A0,21743 53RD AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1063.0,1950.0,1,A0,10.0,10/12/19,0.00940733772342427,,
47908,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7402,114.0,A0,217-15 53 AVE,,11364.0,1.0,0.0,1.0,4000.0,1080.0,1945.0,1,A0,970000.0,9/3/19,898.1481481481482,,
47909,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7403,52.0,A1,217-43 54TH AVENUE,,11364.0,1.0,0.0,1.0,4000.0,1242.0,1935.0,1,A1,935000.0,1/30/19,752.8180354267311,,
47910,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7404,68.0,A0,54-11 217TH STREET,,11364.0,1.0,0.0,1.0,5393.0,1063.0,1950.0,1,A0,778000.0,4/4/19,731.8908748824083,,
47911,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7404,80.0,A1,21712 54TH AVE,,11364.0,1.0,0.0,1.0,4000.0,1536.0,1950.0,1,A1,0.0,8/8/19,0.0,,
47912,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7404,122.0,A2,219-03 56TH AVENUE,,11364.0,1.0,0.0,1.0,5920.0,1092.0,1950.0,1,A2,885000.0,8/15/19,810.4395604395604,,
47913,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7415,9.0,A5,53-02 207TH STREET,,11364.0,1.0,0.0,1.0,2700.0,1224.0,1950.0,1,A5,0.0,9/14/19,0.0,,
47914,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7415,18.0,A5,53-20 207TH STREET,,11364.0,1.0,0.0,1.0,2700.0,1224.0,1950.0,1,A5,0.0,4/13/19,0.0,,
47915,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7415,23.0,A5,53-26 207TH STREET,,11364.0,1.0,0.0,1.0,2700.0,1224.0,1950.0,1,A5,786900.0,9/4/19,642.8921568627451,,
47916,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7415,31.0,A5,53-48 207TH STREET,,11364.0,1.0,0.0,1.0,2700.0,1224.0,1950.0,1,A5,0.0,6/7/19,0.0,,
47917,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7415,47.0,A5,53-29 206TH STREET,,11364.0,1.0,0.0,1.0,2700.0,1224.0,1950.0,1,A5,800000.0,7/2/19,653.59477124183,,
47918,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7419,7.0,A5,210-14 53RD AVENUE,,11364.0,1.0,0.0,1.0,1800.0,1224.0,1940.0,1,A5,720000.0,6/19/19,588.2352941176471,,
47919,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7420,8.0,A1,53-08 212TH STREET,,11364.0,1.0,0.0,1.0,4950.0,2000.0,1940.0,1,A1,999999.0,4/15/19,499.9995,,
47920,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7420,52.0,A1,53-19 211TH STREET,,11364.0,1.0,0.0,1.0,3960.0,2184.0,1950.0,1,A1,1035000.0,4/24/19,473.90109890109886,,
47921,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7421,15.0,A1,5320 213 STREET,,11364.0,1.0,0.0,1.0,3960.0,2000.0,1940.0,1,A1,610500.0,12/20/19,305.25,,
47922,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7423,50.0,A1,53-23 214TH STREET,,11364.0,1.0,0.0,1.0,3960.0,1296.0,1935.0,1,A1,855000.0,9/12/19,659.7222222222222,,
47923,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7425,5.0,A1,53-35 BELL BOULEVARD,,11364.0,1.0,0.0,1.0,4000.0,1296.0,1935.0,1,A1,950000.0,5/20/19,733.0246913580247,,
47924,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7429,59.0,A1,200-06 56TH AVENUE,,11364.0,1.0,0.0,1.0,4850.0,1364.0,1940.0,1,A1,0.0,4/22/19,0.0,,
47925,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7431,113.0,A0,56-16 203RD STREET,,11364.0,1.0,0.0,1.0,4000.0,1309.0,1950.0,1,A0,250000.0,7/26/19,190.98548510313216,,
47926,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7432,14.0,A1,56-18 CLEARVIEW EXPRESSWAY,,11364.0,1.0,0.0,1.0,4000.0,1782.0,1950.0,1,A1,998000.0,8/6/19,560.0448933782267,,
47927,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7432,25.0,A0,56-38 204TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1114.0,1950.0,1,A0,725000.0,8/29/19,650.8078994614002,,
47928,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7434,7.0,A5,56-04 206TH STREET,,11364.0,1.0,0.0,1.0,1800.0,1152.0,1945.0,1,A5,700000.0,10/15/19,607.6388888888888,,
47929,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7434,26.0,A5,56-42 206TH STREET,,11364.0,1.0,0.0,1.0,1800.0,1152.0,1945.0,1,A5,0.0,3/15/19,0.0,,
47930,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7434,29.0,A5,56-48 206TH STREET,,11364.0,1.0,0.0,1.0,1800.0,1152.0,1945.0,1,A5,0.0,6/17/19,0.0,,
47931,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7434,37.0,A5,56-57 CLEARVIEW EXPRESSWAY,,11364.0,1.0,0.0,1.0,1800.0,1683.0,1945.0,1,A5,643000.0,10/10/19,382.05585264408796,,
47932,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7436,60.0,A5,56-15 207TH STREET,,11364.0,1.0,0.0,1.0,2500.0,960.0,1950.0,1,A5,719000.0,6/21/19,748.9583333333335,,
47933,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7437,20.0,A2,56-32 OCEANIA STREET,,11364.0,1.0,0.0,1.0,4000.0,1202.0,1950.0,1,A2,830000.0,1/30/19,690.5158069883528,,
47934,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7438,25.0,A2,56-36 210TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1962.0,1960.0,1,A2,995000.0,9/10/19,507.13557594291535,,
47935,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7438,31.0,A2,56-48 210 STREET,,11364.0,1.0,0.0,1.0,4000.0,1962.0,1960.0,1,A2,995000.0,12/9/19,507.13557594291535,,
47936,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7441,10.0,A2,56-12 213TH STREET,,11364.0,1.0,0.0,1.0,4018.0,1120.0,1950.0,1,A2,730000.0,1/22/19,651.7857142857142,,
47937,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7443,17.0,A1,56-30 215TH STREET,,11364.0,1.0,0.0,1.0,3960.0,1296.0,1940.0,1,A1,878000.0,2/26/19,677.4691358024693,,
47938,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7446,21.0,A2,56-30 218TH STREET,,11364.0,1.0,0.0,1.0,4200.0,1252.0,1960.0,1,A2,960000.0,5/31/19,766.7731629392972,,
47939,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7446,29.0,A2,56-46 218TH STREET,,11364.0,1.0,0.0,1.0,4200.0,1252.0,1960.0,1,A2,0.0,12/3/19,0.0,,
47940,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7447,30.0,A2,56-52 219TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1068.0,1960.0,1,A2,0.0,2/26/19,0.0,,
47941,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7448,6.0,A2,56-04 220TH STREET,,11364.0,1.0,0.0,1.0,5475.0,968.0,1950.0,1,A2,0.0,9/11/19,0.0,,
47942,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7448,54.0,A2,5627 219TH,,11364.0,1.0,0.0,1.0,4000.0,968.0,1950.0,1,A2,0.0,9/12/19,0.0,,
47943,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7449,31.0,A2,56-61 220TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1079.0,1950.0,1,A2,0.0,7/23/19,0.0,,
47944,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7449,35.0,A2,56-53 220TH STREET,,11364.0,1.0,0.0,1.0,4000.0,1079.0,1950.0,1,A2,880000.0,8/12/19,815.5699721964783,,
47945,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7449,52.0,A2,56-19 220TH STREET,,11364.0,1.0,0.0,1.0,4240.0,1079.0,1950.0,1,A2,0.0,2/4/19,0.0,,
47946,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7452,55.0,A1,58-27 201ST STREET,,11364.0,1.0,0.0,1.0,4000.0,1495.0,1940.0,1,A1,0.0,5/31/19,0.0,,
47947,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7453,11.0,A3,58-06 203RD STREET,,11364.0,1.0,0.0,1.0,4000.0,2160.0,2004.0,1,A3,1180000.0,7/29/19,546.2962962962963,,
