,borough,neighborhood,building_class_category,block,lot,address,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,nyc,manhattan,brooklyn,staten_island,bronx,queens
15582,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1245,47.0,"118 RIVERSIDE DRIVE, 5D",10024,1929,2,D4,2925000.0,6/27/19,True,True,False,False,False,False
65419,queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,9533,13.0,104-16 111TH STREET,11419,1920,1,A1,676000.0,10/4/19,True,False,False,False,False,True
62626,queens,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS,2824,39.0,76-01 CALDWELL AVENUE,11379,1940,1,B1,868000.0,8/30/19,True,False,False,False,False,True
55590,queens,FLUSHING-SOUTH,13 CONDOS - ELEVATOR APARTMENTS,6793,1039.0,"71-66 PARSONS BOULEVARD, 5J",11365,2016,2,R4,410670.0,3/7/19,True,False,False,False,False,True
28388,brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,4737,20.0,498 EAST 53RD STREET,11203,1920,1,A5,285000.0,11/21/19,True,False,True,False,False,False
35357,brooklyn,PARK SLOPE,13 CONDOS - ELEVATOR APARTMENTS,949,1206.0,"675 SACKETT STREET, 105",11217,,2,R4,1670000.0,9/5/19,True,False,True,False,False,False
11738,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1384,1148.0,"15 EAST 69TH STREET, 16B",10021,,2,R4,11750000.0,6/26/19,True,True,False,False,False,False
9641,manhattan,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS,892,1397.0,"45 PARK AVENUE, 2104",10016,2006,2,R4,1775000.0,4/30/19,True,True,False,False,False,False
18878,brooklyn,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,1715,1413.0,"464 FLUSHING AVENUE, 5A",11205,2004,2,R4,750000.0,5/13/19,True,False,True,False,False,False
7909,manhattan,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,1326,1115.0,"250 EAST 53RD STREET, 2901",10022,2006,2,R4,2475000.0,9/9/19,True,True,False,False,False,False
57528,queens,GLENDALE,10 COOPS - ELEVATOR APARTMENTS,3880,97.0,"90-50 UNION TURNPIKE, 5L",11385,1965,2,D4,295000.0,4/17/19,True,False,False,False,False,True
16630,manhattan,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS,2171,105.0,"30 BOGARDUS PLACE, 5G",10040,1941,2,D4,350000.0,1/29/19,True,True,False,False,False,False
2801,manhattan,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,878,1059.0,"121 EAST 22ND STREET, N804",10010,1952,2,R4,1734080.0,4/1/19,True,True,False,False,False,False
65587,queens,RICHMOND HILL,02 TWO FAMILY DWELLINGS,9302,109.0,87-45 112TH STREET,11418,1940,1,B1,725000.0,8/13/19,True,False,False,False,False,True
7890,manhattan,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,1323,1080.0,"255 EAST 49 STREET, 16F",10017,1985,2,R4,735000.0,8/7/19,True,True,False,False,False,False
32744,brooklyn,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS,7654,14.0,"3626 KINGS HIGHWAY, 5-L",11234,1939,2,D4,220000.0,3/6/19,True,False,True,False,False,False
39863,bronx,BEDFORD PARK/NORWOOD,10 COOPS - ELEVATOR APARTMENTS,3343,76.0,"3245 PERRY AVENUE, 5B",10467,1940,2,D4,150000.0,7/25/19,True,False,False,False,True,False
8454,manhattan,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1010,1461.0,"100 WEST 58TH STREET, 9F",10019,1926,2,R4,1410000.0,8/22/19,True,True,False,False,False,False
43546,bronx,PELHAM PARKWAY SOUTH,10 COOPS - ELEVATOR APARTMENTS,4291,14.0,"2104 HOLLAND AVENUE, 3H",10462,1952,2,D4,139200.0,10/25/19,True,False,False,False,True,False
71489,queens,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS,1132,44.0,"31-21 54TH STREET, 3E",11377,1941,2,D4,285000.0,1/8/19,True,False,False,False,False,True
40575,bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS,5648,192.0,678 KING AVENUE,10464,1870,1,A1,1200000.0,11/1/19,True,False,False,False,True,False
67480,queens,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS,12039,82.0,142-33 ROCKAWAY BOULEVARD,11436,2002,1,B1,350000.0,9/19/19,True,False,False,False,False,True
69787,queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11010,39.0,194-53 114TH ROAD,11412,1920,1,A1,545000.0,1/31/19,True,False,False,False,False,True
73392,staten_island,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,3585,1041.0,"100 COLFAX AVE, 1G",10306,1961,2,R4,220000.0,2/5/19,True,False,False,True,False,False
7371,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1334,22.0,"25 TUDOR CITY PLACE, 1414",10017,1928,2,D4,417251.0,6/12/19,True,True,False,False,False,False
15660,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1251,8.0,"321 WEST 90TH STREET, 1C",10024,1929,2,D4,975000.0,2/14/19,True,True,False,False,False,False
22433,brooklyn,BUSHWICK,02 TWO FAMILY DWELLINGS,3172,109.0,104 JEFFERSON STREET,11206,2008,1,B1,6150000.0,3/27/19,True,False,True,False,False,False
57057,queens,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,8489,1.0,"26910 GRAND CENTRAL PARKWAY, 14W",11005,1972,2,D4,725000.0,11/18/19,True,False,False,False,False,True
74701,staten_island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1236,16.0,57 LOCKMAN AVENUE,10303,1920,1,A1,520000.0,7/31/19,True,False,False,True,False,False
11276,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1413,50.0,"156 EAST 79TH STREET, 14AD",10075,1917,2,D4,2525000.0,4/2/19,True,True,False,False,False,False
5627,manhattan,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,702,1083.0,"553 WEST 30TH STREET, 32D",10001,2015,2,R4,3849250.0,3/12/19,True,True,False,False,False,False
25997,brooklyn,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,4133,10.0,225 AUTUMN AVENUE,11208,1899,1,B1,850000.0,1/24/19,True,False,True,False,False,False
28816,brooklyn,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,4914,58.0,511 EAST 46TH STREET,11203,1960,1,B1,715000.0,7/12/19,True,False,True,False,False,False
44140,bronx,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,5903,1043.0,"640 WEST 237 STREET, 12B",10463,2006,2,R4,1305000.0,10/18/19,True,False,False,False,True,False
63927,queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,10647,93.0,90-39 214TH ST,11428,1920,1,A1,560000.0,9/4/19,True,False,False,False,False,True
1118,manhattan,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,174,1535.0,"91 LEONARD STREET, 6F",10013,2018,2,R4,1277904.0,10/28/19,True,True,False,False,False,False
28167,brooklyn,FLATBUSH-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,5122,56.0,"221 EAST 18 STREET, 6K",11226,1940,2,D4,570000.0,6/24/19,True,False,True,False,False,False
14189,manhattan,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1179,19.0,"303 WEST 66TH STREET, 14FE",10023,1962,2,D4,995000.0,9/23/19,True,True,False,False,False,False
486,manhattan,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,722,1056.0,"420 WEST 25TH STREET, 6H",10001,,2,R4,1450000.0,6/21/19,True,True,False,False,False,False
46426,queens,ARVERNE,01 ONE FAMILY DWELLINGS,15968,104.0,413 BEACH 45 STREET,11691,1920,1,A1,414000.0,9/19/19,True,False,False,False,False,True
7697,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1367,1.0,"400 EAST 56TH STREET, 17N",10022,1969,2,D4,2050000.0,11/4/19,True,True,False,False,False,False
14804,manhattan,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1184,1023.0,"22 RIVERSIDE DRIVE, 14B",10023,1931,2,R4,4000000.0,12/17/19,True,True,False,False,False,False
14475,manhattan,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1139,1040.0,"1991 BROADWAY, 14A",10023,1985,2,R4,1220000.0,12/6/19,True,True,False,False,False,False
15305,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1197,29.0,"230 CENTRAL PARK WEST, 2C",10024,1929,2,D4,1100000.0,8/27/19,True,True,False,False,False,False
16247,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1894,1.0,"380 RIVERSIDE DRIVE, 2H",10025,1907,2,D4,200000.0,4/26/19,True,True,False,False,False,False
4137,manhattan,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS,612,1347.0,"15 CHARLES STREET, 7C",10014,,2,R4,1750000.0,9/12/19,True,True,False,False,False,False
44077,bronx,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,5953,230.0,"5800 ARLINGTON AVE, 9-W",10471,1961,2,D4,420000.0,9/25/19,True,False,False,False,True,False
27040,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,3991,28.0,128 MONTAUK AVENUE,11208,1901,1,B1,675000.0,8/30/19,True,False,True,False,False,False
5381,manhattan,HARLEM-UPPER,13 CONDOS - ELEVATOR APARTMENTS,2090,1153.0,"668 RIVERSIDE DRIVE, 5K",10031,,2,R4,427500.0,9/6/19,True,True,False,False,False,False
1450,manhattan,CLINTON,13 CONDOS - ELEVATOR APARTMENTS,1090,1224.0,"635 WEST 42ND STREET, 20F",10036,2005,2,R4,1175000.0,1/10/19,True,True,False,False,False,False
17751,brooklyn,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS,6100,1.0,"9281 SHORE ROAD, 420",11209,1940,2,D4,355000.0,9/13/19,True,False,True,False,False,False
3587,manhattan,GREENWICH VILLAGE-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,570,1406.0,"34 EAST 13TH STREET, E",10003,2016,2,R4,9700000.0,1/18/19,True,True,False,False,False,False
60636,queens,KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS,9209,55.0,"115-25 84TH AVENUE, 2L",11418,1928,2,D4,225000.0,5/30/19,True,False,False,False,False,True
54405,queens,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,5105,1322.0,"132-26 AVERY AVENUE, 8B",11355,2009,2,R4,620000.0,7/31/19,True,False,False,False,False,True
69332,queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,12481,1.0,176-02 SUNBURY ROAD,11434,1935,1,B1,185000.0,2/25/19,True,False,False,False,False,True
4119,manhattan,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS,608,1156.0,"175 WEST 12TH STREET, 14D",10011,1961,2,R4,1400000.0,7/22/19,True,True,False,False,False,False
59483,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1265,11.0,"3420 79TH STREET, 5B",11372,1939,2,D4,360000.0,3/26/19,True,False,False,False,False,True
57150,queens,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,8489,1.0,"26910 GRAND CENTRAL PARKWAY, 3Y",11005,1972,2,D4,248000.0,7/10/19,True,False,False,False,False,True
64204,queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11169,41.0,221-22 105TH AVENUE,11429,1935,1,A1,580000.0,11/12/19,True,False,False,False,False,True
16130,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1882,8.0,"535 WEST 110TH STREET, 5I",10025,1923,2,D4,997500.0,6/6/19,True,True,False,False,False,False
59529,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1272,40.0,"72-15 37TH AVE, 4G",11372,1937,2,D4,675000.0,6/18/19,True,False,False,False,False,True
78928,staten_island,WOODROW,01 ONE FAMILY DWELLINGS,6969,9.0,1015 SHELDON AVENUE,10309,1999,1,A5,615000.0,7/22/19,True,False,False,True,False,False
26278,brooklyn,DOWNTOWN-FULTON MALL,13 CONDOS - ELEVATOR APARTMENTS,161,1049.0,"10 NEVINS STREET, 7I",11217,2018,2,R4,700000.0,11/1/19,True,False,True,False,False,False
58325,queens,HOLLIS HILLS,10 COOPS - ELEVATOR APARTMENTS,7912,50.0,"224-24 UNION TURNPIKE, 4N",11364,1956,2,D4,257000.0,2/7/19,True,False,False,False,False,True
33203,brooklyn,MIDWOOD,13 CONDOS - ELEVATOR APARTMENTS,7557,1113.0,"145 KENILWORTH PLACE, 6B",11210,2008,2,R4,340000.0,8/5/19,True,False,True,False,False,False
9358,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,909,1.0,"201 EAST 28TH STREET, 9L",10016,1964,2,D4,625000.0,7/15/19,True,True,False,False,False,False
30495,brooklyn,GOWANUS,13 CONDOS - ELEVATOR APARTMENTS,1046,1003.0,"554 4 AVENUE, 3C",11215,2017,2,R4,29620207.0,4/8/19,True,False,True,False,False,False
51578,queens,ELMHURST,10 COOPS - ELEVATOR APARTMENTS,1527,1.0,"81-11 45TH AVE, 3R",11373,1961,2,D4,270000.0,2/12/19,True,False,False,False,False,True
65397,queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,9508,71.0,103-31 104TH STREET,11417,1920,1,A1,390000.0,6/25/19,True,False,False,False,False,True
21450,brooklyn,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS,8680,1.0,"40 BRIGHTON 1ST ROAD, 17J",11235,1963,2,D4,422000.0,10/23/19,True,False,True,False,False,False
58859,queens,HOWARD BEACH,10 COOPS - ELEVATOR APARTMENTS,11434,75.0,"153-25 88TH STREET, 2C",11414,1961,2,D4,189000.0,6/19/19,True,False,False,False,False,True
8957,manhattan,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,1016.0,"58 WEST 58TH STREET, 4A",10019,,2,R4,1050000.0,10/22/19,True,True,False,False,False,False
11688,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1487,39.0,"520 EAST 76TH STREET, 4H",10021,1964,2,D4,565000.0,1/8/19,True,True,False,False,False,False
62153,queens,MASPETH,02 TWO FAMILY DWELLINGS,2305,120.0,51-59 47TH STREET,11377,1930,1,B1,988000.0,2/8/19,True,False,False,False,False,True
55624,queens,FLUSHING-SOUTH,13 CONDOS - ELEVATOR APARTMENTS,6831,1136.0,"158-15 UNION TURNPIKE, 410N",11366,2017,2,R4,544764.0,7/22/19,True,False,False,False,False,True
34585,brooklyn,OCEAN PARKWAY-SOUTH,10 COOPS - ELEVATOR APARTMENTS,7159,40.0,"735 AVENUE W, 1L",11223,1962,2,D4,220000.0,11/7/19,True,False,True,False,False,False
53840,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,5016,7.0,"147-37 38TH AVENUE, C43",11354,1950,2,D4,185000.0,2/13/19,True,False,False,False,False,True
54202,queens,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,4995,1046.0,"145-38 34TH AVENUE, 6F",11354,2015,2,R4,280636.0,2/28/19,True,False,False,False,False,True
7420,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1336,10.0,"321 EAST 43RD STREET, 708",10017,1928,2,D4,537500.0,4/9/19,True,True,False,False,False,False
40138,bronx,BRONXDALE,02 TWO FAMILY DWELLINGS,4544,59.0,662 BURKE AVENUE,10467,1925,1,B1,375000.0,2/5/19,True,False,False,False,True,False
57041,queens,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,8489,1.0,"26910 GRAND CENTRAL PARKWAY, 24O",11005,1972,2,D4,840000.0,12/12/19,True,False,False,False,False,True
4671,manhattan,HARLEM-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,2053,1.0,"345 W 145TH STREET, 14A2",10031,1957,2,D4,375000.0,2/14/19,True,True,False,False,False,False
22905,brooklyn,BUSHWICK,13 CONDOS - ELEVATOR APARTMENTS,3368,1120.0,"1229 PUTNAM AVENUE, 3D",11221,2019,2,R4,524399.0,8/5/19,True,False,True,False,False,False
67835,queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,10268,2.0,176-15 110TH AVENUE,11433,1920,1,A1,635000.0,2/22/19,True,False,False,False,False,True
46083,bronx,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,4874,42.0,4040 PAULDING AVENUE,10466,1935,1,B1,365040.0,6/13/19,True,False,False,False,True,False
47790,queens,BAYSIDE,01 ONE FAMILY DWELLINGS,6245,33.0,38-35 215TH PLACE,11361,1930,1,A1,820000.0,11/7/19,True,False,False,False,False,True
22189,brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,3846,110.0,517 CHRISTOPHER AVENUE,11212,1986,1,A5,200000.0,9/27/19,True,False,True,False,False,False
62070,queens,MASPETH,01 ONE FAMILY DWELLINGS,2370,14.0,54-45 64TH STREET,11378,1925,1,A1,750000.0,10/18/19,True,False,False,False,False,True
49417,queens,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,15451,5.0,616 CROSS BAY BLVD,11693,1910,1,A1,210000.0,6/15/19,True,False,False,False,False,True
14506,manhattan,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1140,2010.0,"2000 BROADWAY, 4B",10023,1987,2,R4,2175000.0,6/27/19,True,True,False,False,False,False
16555,manhattan,WASHINGTON HEIGHTS LOWER,13 CONDOS - ELEVATOR APARTMENTS,2111,1140.0,"446 WEST 167 STREET, 8F",10032,2014,2,R4,560038.0,2/1/19,True,True,False,False,False,False
2208,manhattan,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,816,1051.0,"22 WEST 15TH STREET, 11E",10011,,2,R4,945000.0,4/15/19,True,True,False,False,False,False
28180,brooklyn,FLATBUSH-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,5159,13.0,"400 EAST 17TH STREET, 402",11226,1962,2,D4,423000.0,6/27/19,True,False,True,False,False,False
39287,bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,4965,26.0,3936 HARPER AVENUE,10466,1910,1,A1,315000.0,8/13/19,True,False,False,False,True,False
26576,brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,6321,59.0,1245 85TH ST,11228,1920,1,A5,957500.0,6/24/19,True,False,True,False,False,False
39268,bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,4946,16.0,2180 LIGHT STREET,10466,1930,1,A1,390000.0,2/25/19,True,False,False,False,True,False
71183,queens,WOODHAVEN,02 TWO FAMILY DWELLINGS,8975,32.0,94-10 90TH AVENUE,11421,2005,1,B1,990000.0,12/17/19,True,False,False,False,False,True
9627,manhattan,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS,890,1412.0,"143-145 EAST 34TH STREET, 6N",10016,2001,2,R4,1385000.0,5/29/19,True,True,False,False,False,False
12947,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1535,3.0,"200 EAST 90TH STREET, 9A",10128,1980,2,D4,737500.0,5/31/19,True,True,False,False,False,False
7380,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1334,41.0,"320 EAST 42ND STREET, 1104",10017,1929,2,D4,350000.0,11/1/19,True,True,False,False,False,False
6481,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,248,1529.0,"250 SOUTH STREET, 50L",10002,2015,2,R4,2532682.0,11/25/19,True,True,False,False,False,False
26177,brooklyn,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS,45,1060.0,"70 WASHINGTON STREET, 4P",11201,1916,2,R4,900000.0,11/15/19,True,False,True,False,False,False
3359,manhattan,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,566,1.0,"11 FIFTH AVENUE, 7C",10003,1955,2,D4,865000.0,10/22/19,True,True,False,False,False,False
71653,staten_island,ANNADALE,01 ONE FAMILY DWELLINGS,6221,50.0,39 JEANNETTE AVENUE,10312,2004,1,A5,615000.0,3/26/19,True,False,False,True,False,False
15372,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1207,34.0,"336 CENTRAL PARK WEST, 5E",10025,1929,2,D4,2700000.0,2/28/19,True,True,False,False,False,False
8027,manhattan,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,1341,1520.0,"100 UNITED NATIONS PLAZA, 21C",10017,1984,2,R4,950000.0,5/1/19,True,True,False,False,False,False
57082,queens,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,8489,1.0,"26910 GRAND CENTRAL PARKWAY, 10C",11005,1972,2,D4,229000.0,6/4/19,True,False,False,False,False,True
61148,queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,8140,110.0,41-59 GLENWOOD STREET,11363,1925,1,A1,870000.0,10/24/19,True,False,False,False,False,True
47659,queens,BAYSIDE,01 ONE FAMILY DWELLINGS,6019,59.0,28-35 LITTLE NECK BOULEVARD,11360,1965,1,A1,850000.0,3/12/19,True,False,False,False,False,True
36621,brooklyn,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS,7433,25.0,"2546 EAST 13TH STREET, F14",11235,1960,2,D4,485000.0,11/21/19,True,False,True,False,False,False
30164,brooklyn,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS,2068,1.0,"130 SAINT EDWARDS STREET, 2C",11201,1957,2,D4,515000.0,9/18/19,True,False,True,False,False,False
73792,staten_island,GREAT KILLS,01 ONE FAMILY DWELLINGS,5316,32.0,50 ROBINSON AVENUE,10312,1987,1,A5,400000.0,3/1/19,True,False,False,True,False,False
4162,manhattan,GREENWICH VILLAGE-WEST,13 CONDOS - ELEVATOR APARTMENTS,629,1148.0,"350 WEST 14TH STREET, PHE",10014,,2,R4,3275000.0,4/23/19,True,True,False,False,False,False
74901,staten_island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,3737,34.0,1225 MASON AVENUE,10306,1996,1,A5,528000.0,5/31/19,True,False,False,True,False,False
57704,queens,HILLCREST,02 TWO FAMILY DWELLINGS,7050,8.0,82-03 172ND STREET,11432,2008,1,B1,825000.0,3/21/19,True,False,False,False,False,True
4807,manhattan,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,1825,1014.0,"106 WEST 116TH STREET, 7A",10026,2006,2,R4,1630000.0,6/14/19,True,True,False,False,False,False
69968,queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,12631,59.0,118-20 202ND STREET,11412,1925,1,A1,499931.0,1/28/19,True,False,False,False,False,True
71667,staten_island,ANNADALE,01 ONE FAMILY DWELLINGS,6240,70.0,41 FORNES PLACE,10312,1975,1,A1,570000.0,2/11/19,True,False,False,True,False,False
56500,queens,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,3253,51.0,"20 CONTINENTAL AVENUE, 6J/K",11375,1932,2,D4,810000.0,4/24/19,True,False,False,False,False,True
34783,brooklyn,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,7874,47.0,4916 AVENUE M,11234,1955,1,B1,550000.0,3/1/19,True,False,True,False,False,False
77769,staten_island,SUNNYSIDE,01 ONE FAMILY DWELLINGS,662,39.0,119 CAYUGA AVENUE,10301,2001,1,A1,870000.0,2/28/19,True,False,False,True,False,False
76880,staten_island,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,4332,107.0,41 ARDSLEY STREET,10306,1965,1,A1,450000.0,8/28/19,True,False,False,True,False,False
45508,bronx,WAKEFIELD,02 TWO FAMILY DWELLINGS,5027,36.0,2111 EDENWALD AVENUE,10466,1945,1,B1,560000.0,3/22/19,True,False,False,False,True,False
31469,brooklyn,GREENPOINT,10 COOPS - ELEVATOR APARTMENTS,2569,35.0,"1125 LORIMER STREET, 3F",11222,1949,2,D4,850000.0,8/16/19,True,False,True,False,False,False
40075,bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,4610,64.0,3213 PAULDING AVENUE,10469,1960,1,A1,518340.0,2/8/19,True,False,False,False,True,False
64841,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2099,40.0,"63-33 98TH PLACE, 7H",11374,1948,2,D4,480000.0,6/3/19,True,False,False,False,False,True
76350,staten_island,PORT IVORY,01 ONE FAMILY DWELLINGS,1272,329.0,22 BAILEY PLACE,10303,1910,1,A1,125000.0,1/7/19,True,False,False,True,False,False
9888,manhattan,SOHO,10 COOPS - ELEVATOR APARTMENTS,485,21.0,"106 SPRING STREET, 1",10012,1900,2,D4,79451009.0,4/5/19,True,True,False,False,False,False
75134,staten_island,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,83,6.0,39 BRIGHTON AVENUE,10301,1910,1,A1,440000.0,6/28/19,True,False,False,True,False,False
12091,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1473,1639.0,"408 EAST 79TH STREET, 5C",10075,,2,R4,1875000.0,1/11/19,True,True,False,False,False,False
13086,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1565,29.0,"444 EAST 86 ST, 10D",10028,1973,2,D4,595000.0,7/25/19,True,True,False,False,False,False
964,manhattan,CIVIC CENTER,10 COOPS - ELEVATOR APARTMENTS,161,1.0,"170 PARK ROW, 21A",10007,1965,2,D4,750000.0,11/19/19,True,True,False,False,False,False
18895,brooklyn,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,1747,1213.0,"104 STOCKTON STREET, 2E",11206,2018,2,R4,919480.0,2/11/19,True,False,True,False,False,False
59780,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1459,1.0,"35-31 85TH STREET, 3C",11372,1953,2,D4,316890.0,1/31/19,True,False,False,False,False,True
11146,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1403,33.0,"150 EAST 69TH STREET, 18C",10021,1959,2,D4,2200000.0,6/28/19,True,True,False,False,False,False
53762,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,4411,1.0,"31-65 138TH STREET, 2C",11354,1960,2,D4,210000.0,12/11/19,True,False,False,False,False,True
11600,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1456,26.0,"440 EAST 62ND STREET, 4A",10065,1960,2,D4,825000.0,6/20/19,True,True,False,False,False,False
44072,bronx,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,5953,230.0,"5800 ARLINGTON AVENUE, 5O",10471,1961,2,D4,274000.0,8/26/19,True,False,False,False,True,False
1021,manhattan,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,149,1025.0,"77 READE STREET, 5B",10007,2009,2,R4,2525000.0,5/16/19,True,True,False,False,False,False
10228,manhattan,SOUTHBRIDGE,10 COOPS - ELEVATOR APARTMENTS,94,1.0,"77 FULTON STREET, 9E",10038,1971,2,D4,660000.0,1/28/19,True,True,False,False,False,False
16808,manhattan,WASHINGTON HEIGHTS UPPER,13 CONDOS - ELEVATOR APARTMENTS,2177,1109.0,"40 PINEHURST AVENUE, 3C",10033,2016,2,R4,649644.0,5/3/19,True,True,False,False,False,False
68429,queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11666,62.0,115-11 122ND STREET,11420,1940,1,A1,350000.0,7/12/19,True,False,False,False,False,True
