,borough,neighborhood,building_class_category,block,lot,address,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,nyc,manhattan,brooklyn,staten_island,bronx,queens
59602,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1291,64.0,"37-21 80 STREET, 2C",11372,1928,2,D4,473846.0,9/12/19,True,False,False,False,False,True
64874,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2112,30.0,"99-41 64TH AVENUE, B5",11374,1947,2,D4,315000.0,5/23/19,True,False,False,False,False,True
66675,queens,ROSEDALE,01 ONE FAMILY DWELLINGS,13561,33.0,241-10 MEMPHIS AVENUE,11422,1925,1,A1,560000.0,7/31/19,True,False,False,False,False,True
24373,brooklyn,CLINTON HILL,10 COOPS - ELEVATOR APARTMENTS,1902,1.0,"205 CLINTON AVE, 7B",11205,1944,2,D4,675000.0,5/16/19,True,False,True,False,False,False
4757,manhattan,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,1735,1044.0,"48 WEST 138TH STREET, 3O",10037,1940,2,R4,350000.0,9/20/19,True,True,False,False,False,False
17840,brooklyn,BAY RIDGE,13 CONDOS - ELEVATOR APARTMENTS,6120,1137.0,"9511 SHORE ROAD, 302",11209,1957,2,R4,620000.0,11/25/19,True,False,True,False,False,False
65070,queens,REGO PARK,13 CONDOS - ELEVATOR APARTMENTS,2099,1147.0,"63-36 99TH STREET, 6C",11374,2008,2,R4,900000.0,7/9/19,True,False,False,False,False,True
27309,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,4323,24.0,822 NEW JERSEY AVE,11207,1920,1,B1,800000.0,9/23/19,True,False,True,False,False,False
34489,brooklyn,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,7201,8.0,68 OCEAN COURT,11235,1960,1,B1,1240000.0,7/9/19,True,False,True,False,False,False
4615,manhattan,HARLEM-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,1717,58.0,"56 WEST 119TH STREET, 4H",10026,1920,2,D4,90000.0,5/23/19,True,True,False,False,False,False
51528,queens,ELMHURST,10 COOPS - ELEVATOR APARTMENTS,1508,11.0,"42-22 KETCHAM STREET, 21-A",11373,1926,2,D4,255536.0,11/25/19,True,False,False,False,False,True
48487,queens,BAYSIDE,10 COOPS - ELEVATOR APARTMENTS,5938,7.0,"1815 215TH STREET, TH13",11360,1969,2,D4,475000.0,8/27/19,True,False,False,False,False,True
12850,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1522,41.0,"170 EAST 94TH STREET, 1A",10128,1928,2,D4,500000.0,3/28/19,True,True,False,False,False,False
15541,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1241,52.0,"250 WEST 94TH STREET, 12E",10025,1925,2,D4,1240000.0,2/21/19,True,True,False,False,False,False
9953,manhattan,SOHO,13 CONDOS - ELEVATOR APARTMENTS,473,1102.0,"30 CROSBY ST, M2",10013,,2,R4,3000000.0,7/17/19,True,True,False,False,False,False
41596,bronx,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,3271,210.0,"180 VAN CORTLANDT PARK SOUTH, 3H",10463,1956,2,D4,250000.0,10/21/19,True,False,False,False,True,False
74136,staten_island,GREAT KILLS,13 CONDOS - ELEVATOR APARTMENTS,4500,1013.0,"3465 AMBOY ROAD, 2C",10306,1979,2,R4,390000.0,3/8/19,True,False,False,True,False,False
13802,manhattan,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS,1602,69.0,"1158 FIFTH AVENUE, 1A",10029,1924,2,D4,4725000.0,5/23/19,True,True,False,False,False,False
41054,bronx,FORDHAM,01 ONE FAMILY DWELLINGS,3171,18.0,2274 MORRIS AVENUE,10453,1901,1,A1,310000.0,6/5/19,True,False,False,False,True,False
40467,bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS,3759,63.0,1129 VIRGINIA AVENUE,10472,1920,1,B1,820000.0,11/14/19,True,False,False,False,True,False
11617,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1460,1.0,"401 EAST 65TH STREET, 13B",10065,1962,2,D4,465000.0,1/10/19,True,True,False,False,False,False
11426,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1443,1.0,"315 EAST 68TH STREET, 3Q",10065,1931,2,D4,610000.0,6/12/19,True,True,False,False,False,False
2429,manhattan,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS,871,39.0,"145 EAST 15TH STREET, 4B",10003,1959,2,D4,599000.0,5/20/19,True,True,False,False,False,False
3572,manhattan,GREENWICH VILLAGE-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS,570,1144.0,"21 EAST 12TH STREET, 17B",10003,2016,2,R4,5207692.0,7/17/19,True,True,False,False,False,False
68325,queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11608,5.0,127-10 109TH AVE,11420,1930,1,A1,555000.0,11/6/19,True,False,False,False,False,True
43042,bronx,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS,3943,3342.0,"2059 ST RAYMOND AVENUE, 1B",10462,,2,R4,144091.0,5/21/19,True,False,False,False,True,False
34619,brooklyn,OCEAN PARKWAY-SOUTH,10 COOPS - ELEVATOR APARTMENTS,7238,115.0,"2650 OCEAN PARKWAY, 12S",11235,1962,2,D4,240000.0,12/11/19,True,False,True,False,False,False
43961,bronx,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,5908,203.0,"645 WEST 239 STREET, 4D",10463,1953,2,D4,253500.0,12/27/19,True,False,False,False,True,False
11144,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1403,33.0,"150 EAST 69TH STREET, 16J",10021,1959,2,D4,1950000.0,8/14/19,True,True,False,False,False,False
74621,staten_island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1171,29.0,208 DIXON AVENUE,10303,2003,1,A5,473500.0,3/8/19,True,False,False,True,False,False
43483,bronx,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS,4203,23.0,1821 NARRAGANSETT AVENUE,10461,1940,1,A5,682000.0,10/23/19,True,False,False,False,True,False
54888,queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,6435,24.0,150-45 61ST ROAD,11367,1950,1,A5,830000.0,6/18/19,True,False,False,False,False,True
68365,queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11624,26.0,11919 LINDEN BLVD,11420,1930,1,A1,610000.0,3/6/19,True,False,False,False,False,True
16730,manhattan,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS,2180,166.0,"736 WEST 186TH STREET, 6H",10033,1939,2,D4,460000.0,8/29/19,True,True,False,False,False,False
45816,bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,4679,12.0,853 EAST 220TH STREET,10467,1925,1,A1,70000.0,3/1/19,True,False,False,False,True,False
47225,queens,ASTORIA,10 COOPS - ELEVATOR APARTMENTS,528,50.0,"33-68 21ST STREET, 9C",11106,1958,2,D4,475000.0,9/18/19,True,False,False,False,False,True
1132,manhattan,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,174,1550.0,"91 LEONARD STREET, 8E",10013,2018,2,R4,1270400.0,10/25/19,True,True,False,False,False,False
26305,brooklyn,DOWNTOWN-FULTON MALL,13 CONDOS - ELEVATOR APARTMENTS,161,1107.0,"10 NEVINS STREET, 14C",11217,2018,2,R4,1453055.0,10/25/19,True,False,True,False,False,False
58280,queens,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,7802,43.0,8216 211TH STREET,11427,1940,1,A1,650000.0,11/25/19,True,False,False,False,False,True
34618,brooklyn,OCEAN PARKWAY-SOUTH,10 COOPS - ELEVATOR APARTMENTS,7238,115.0,"2650 OCEAN PARKWAY, 1R",11235,1962,2,D4,210000.0,9/18/19,True,False,True,False,False,False
2786,manhattan,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,878,1050.0,"121 EAST 23RD STREET, N703",10010,1952,2,R4,1384820.0,9/5/19,True,True,False,False,False,False
10629,manhattan,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS,142,1937.0,"111 MURRAY STREET, 51E",10007,2016,2,R4,9625000.0,6/27/19,True,True,False,False,False,False
1349,manhattan,CLINTON,13 CONDOS - ELEVATOR APARTMENTS,1061,1187.0,"416 W 52ND, 507",10019,1940,2,R4,1268000.0,2/25/19,True,True,False,False,False,False
1859,manhattan,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,24,1101.0,"40 BROAD STREET, 24C",10004,1982,2,R4,500000.0,7/25/19,True,True,False,False,False,False
27714,brooklyn,EAST NEW YORK,13 CONDOS - ELEVATOR APARTMENTS,4423,1486.0,"12421 FLATLANDS AVENUE, 8L",11208,,2,R4,346500.0,9/30/19,True,False,True,False,False,False
3399,manhattan,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,572,17.0,"50 WEST 9TH STREET, 1A",10011,1900,2,D4,1040000.0,10/1/19,True,True,False,False,False,False
11191,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1407,26.0,"155 EAST 72ND STREET, 9D",10021,1929,2,D4,1350000.0,9/10/19,True,True,False,False,False,False
12727,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1509,51.0,"140 EAST 81ST STREET, 7A",10028,1928,2,D4,2100000.0,8/12/19,True,True,False,False,False,False
12027,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1460,1058.0,"404 EAST 66TH STREET, 6F",10065,1959,2,R4,950000.0,10/25/19,True,True,False,False,False,False
6289,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,248,1022.0,"250 SOUTH STREET, 8F",10002,2015,2,R4,1186282.0,12/19/19,True,True,False,False,False,False
32746,brooklyn,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS,8818,43.0,"2265 GERRITSEN AVENUE, 4P",11229,1962,2,D4,227500.0,10/18/19,True,False,True,False,False,False
571,manhattan,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,774,1311.0,"252 7 AVENUE, 16G",10001,,2,R4,3200000.0,12/10/19,True,True,False,False,False,False
63923,queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,10644,24.0,90-20 212TH PLACE,11428,1930,1,A1,415000.0,6/14/19,True,False,False,False,False,True
23670,brooklyn,CANARSIE,02 TWO FAMILY DWELLINGS,8280,22.0,1529 EAST 96TH STREET,11236,1920,1,B1,620000.0,11/20/19,True,False,True,False,False,False
843,manhattan,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,234,1006.0,"161 GRAND STREET, 3B",10013,,2,R4,2575000.0,10/1/19,True,True,False,False,False,False
16115,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1879,1.0,"245 WEST 107TH STREET, 4H",10025,1929,2,D4,1330000.0,1/31/19,True,True,False,False,False,False
33983,brooklyn,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,6587,73.0,1559 EAST 5TH STREET,11230,1925,1,B1,1800000.0,10/7/19,True,False,True,False,False,False
2437,manhattan,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS,871,39.0,"145 EAST 15TH STREET, 11KL",10003,1959,2,D4,1450000.0,7/23/19,True,True,False,False,False,False
78948,staten_island,WOODROW,01 ONE FAMILY DWELLINGS,7094,41.0,75 BERKSHIRE LANE,10309,2017,1,A5,661863.0,7/17/19,True,False,False,True,False,False
3205,manhattan,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,548,28.0,"50 EAST 8TH STREET, 6M",10003,1952,2,D4,555000.0,6/12/19,True,True,False,False,False,False
45439,bronx,WAKEFIELD,01 ONE FAMILY DWELLINGS,5055,46.0,4373 EDSON AVENUE,10466,1935,1,A1,395000.0,7/2/19,True,False,False,False,True,False
56422,queens,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2268,13.0,"77-14 113TH STREET, B",11375,1940,2,D4,520000.0,8/8/19,True,False,False,False,False,True
20322,brooklyn,BOROUGH PARK,01 ONE FAMILY DWELLINGS,5527,22.0,1936 61ST STREET,11204,1925,1,A5,990000.0,7/2/19,True,False,True,False,False,False
7313,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1333,23.0,"5 TUDOR CITY PLACE, 711",10017,1930,2,D4,551000.0,9/17/19,True,True,False,False,False,False
64853,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2100,29.0,"98-50 63RD DRIVE, 8B",11374,1949,2,D4,560000.0,11/7/19,True,False,False,False,False,True
51268,queens,ELMHURST,02 TWO FAMILY DWELLINGS,1901,21.0,55-16 JUNCTION BOULEVARD,11373,1950,1,B1,1220000.0,11/18/19,True,False,False,False,False,True
1422,manhattan,CLINTON,13 CONDOS - ELEVATOR APARTMENTS,1075,1085.0,"516 W 47TH STREET, N4A",10036,2003,2,R4,1012500.0,3/22/19,True,True,False,False,False,False
22158,brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,3566,8.0,837 HOWARD AVENUE,11212,1985,1,A5,500000.0,9/13/19,True,False,True,False,False,False
53723,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,4343,125.0,"139-19 31ST ROAD, 1C",11354,1957,2,D4,250000.0,9/6/19,True,False,False,False,False,True
55615,queens,FLUSHING-SOUTH,13 CONDOS - ELEVATOR APARTMENTS,6801,1420.0,"71-19 162ND STREET, 2F",11365,2007,2,R4,386000.0,8/16/19,True,False,False,False,False,True
15380,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1209,53.0,"50 WEST 96TH STREET, 7B",10025,1929,2,D4,2211190.0,11/22/19,True,True,False,False,False,False
36740,brooklyn,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS,8806,150.0,"3080 VOORHIES AVENUE, 3G",11235,1966,2,D4,263000.0,9/19/19,True,False,True,False,False,False
63880,queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,10620,27.0,9305 216 STREET,11428,1930,1,A1,585000.0,7/24/19,True,False,False,False,False,True
46072,bronx,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,4869,123.0,1019 E 222 STREET,10469,1955,1,B1,581950.0,6/20/19,True,False,False,False,True,False
64983,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,3163,15.0,"67-30 DARTMOUTH STREET, 7L",11375,1955,2,D4,197000.0,12/12/19,True,False,False,False,False,True
65514,queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,9604,19.0,107-26 125TH ST,11419,1925,1,A1,590000.0,12/18/19,True,False,False,False,False,True
7940,manhattan,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,1338,1043.0,"301 EAST 45 STREET, 9A",10017,1980,2,R4,600000.0,7/1/19,True,True,False,False,False,False
45272,bronx,THROGS NECK,02 TWO FAMILY DWELLINGS,5582,98.0,349 HUNTINGTON AVENUE,10465,2000,1,B1,775000.0,6/28/19,True,False,False,False,True,False
43516,bronx,PELHAM PARKWAY SOUTH,02 TWO FAMILY DWELLINGS,4303,34.0,2024 HONE AVENUE,10461,1955,1,B1,300000.0,6/27/19,True,False,False,False,True,False
38338,brooklyn,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2331,1115.0,"308 NORTH 7TH STREET, 3G",11211,2017,2,R4,888500.0,5/17/19,True,False,True,False,False,False
11201,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1407,33.0,"165 EAST 72ND STREET, 11J",10021,1960,2,D4,1540000.0,9/11/19,True,True,False,False,False,False
11790,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1404,1004.0,"715 PARK AVENUE, 2A",10021,1969,2,R4,1099710.0,4/26/19,True,True,False,False,False,False
57211,queens,GLENDALE,01 ONE FAMILY DWELLINGS,3665,1.0,70-11 72ND PLACE,11385,1930,1,A1,780000.0,11/26/19,True,False,False,False,False,True
34144,brooklyn,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS,5399,41.0,"570 OCEAN PARKWAY, 4F",11218,1931,2,D4,410000.0,2/19/19,True,False,True,False,False,False
9223,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,866,64.0,"220 MADISON AVENUE, 15B",10016,1941,2,D4,1462500.0,3/8/19,True,True,False,False,False,False
26983,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,3806,60.0,554 NEW JERSEY AVE,11207,1901,1,B1,352000.0,10/30/19,True,False,True,False,False,False
64238,queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11208,113.0,225-34 109TH AVENUE,11429,1950,1,A1,734000.0,9/23/19,True,False,False,False,False,True
31124,brooklyn,GRAVESEND,13 CONDOS - ELEVATOR APARTMENTS,6603,1217.0,"295 AVENUE P, 6A",11204,,2,R4,980000.0,12/2/19,True,False,True,False,False,False
7595,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1363,31.0,"434 EAST 52ND STREET, 9D",10022,1930,2,D4,675000.0,2/21/19,True,True,False,False,False,False
59520,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1268,33.0,"34-49 81ST STREET, 4T",11372,1937,2,D4,199000.0,8/27/19,True,False,False,False,False,True
22015,brooklyn,BROOKLYN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS,245,1028.0,"360 FURMAN STREET, 304",11201,2008,2,R4,2000000.0,3/26/19,True,False,True,False,False,False
53825,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,5007,1.0,"149-35 NORTHERN BLVD, 4A",11354,1959,2,D4,300000.0,9/20/19,True,False,False,False,False,True
7505,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1346,49.0,"300 EAST 54TH STREET, 11F",10022,1977,2,D4,695000.0,2/21/19,True,True,False,False,False,False
11488,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1446,23.0,"360 EAST 72ND STREET, C3005",10021,1963,2,D4,1072000.0,4/1/19,True,True,False,False,False,False
46710,queens,ASTORIA,02 TWO FAMILY DWELLINGS,532,33.0,14-38 31ST ROAD,11106,1950,1,B1,1135000.0,3/25/19,True,False,False,False,False,True
66153,queens,RIDGEWOOD,02 TWO FAMILY DWELLINGS,3515,23.0,60-46 CATALPA AVENUE,11385,1901,1,B1,875000.0,4/30/19,True,False,False,False,False,True
29349,brooklyn,FLATBUSH-LEFFERTS GARDEN,10 COOPS - ELEVATOR APARTMENTS,5048,34.0,"80 WINTHROP STREET, R5",11225,1927,2,D4,470000.0,5/23/19,True,False,True,False,False,False
18158,brooklyn,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1703,39.0,859 HERKIMER STREET,11233,2005,1,B1,882000.0,8/19/19,True,False,True,False,False,False
50662,queens,DOUGLASTON,01 ONE FAMILY DWELLINGS,8068,9.0,316 FOREST ROAD,11363,1920,1,A1,800000.0,4/29/19,True,False,False,False,False,True
64287,queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11269,63.0,114-59 225TH STREET,11411,1945,1,A5,360000.0,10/16/19,True,False,False,False,False,True
56051,queens,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2134,32.0,"67-12 YELLOWSTONE BOULEVARD, D10",11375,1951,2,D4,405000.0,5/7/19,True,False,False,False,False,True
49891,queens,COLLEGE POINT,02 TWO FAMILY DWELLINGS,4201,5.0,22-39 125TH STREET,11356,2003,1,B1,1275000.0,11/13/19,True,False,False,False,False,True
9407,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,916,55.0,"210 EAST 36TH STREET, 8F",10016,1960,2,D4,380000.0,11/1/19,True,True,False,False,False,False
76673,staten_island,PRINCES BAY,01 ONE FAMILY DWELLINGS,6744,110.0,47 CAROL COURT,10309,1986,1,A1,830000.0,8/22/19,True,False,False,True,False,False
8295,manhattan,MIDTOWN WEST,10 COOPS - ELEVATOR APARTMENTS,1036,14.0,"325 WEST 45TH STREET, 111",10036,1924,2,D4,22500.0,2/4/19,True,True,False,False,False,False
29498,brooklyn,FLATBUSH-NORTH,02 TWO FAMILY DWELLINGS,4660,30.0,855 LINDEN BLVD,11203,1930,1,B1,715000.0,1/22/19,True,False,True,False,False,False
6661,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,412,1291.0,"196 ORCHARD STREET, PH11D",10002,2017,2,R4,3274128.0,2/15/19,True,True,False,False,False,False
59460,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1263,1.0,"76-10 34TH AVENUE, 4D",11372,1950,2,D4,460000.0,10/30/19,True,False,False,False,False,True
6203,manhattan,LOWER EAST SIDE,10 COOPS - ELEVATOR APARTMENTS,311,13.0,"210 EAST BROADWAY, H405",10002,1960,2,D4,720000.0,10/24/19,True,True,False,False,False,False
64883,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2114,34.0,"6434 102ND ST, 9F",11374,1952,2,D4,195000.0,12/9/19,True,False,False,False,False,True
7945,manhattan,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,1338,1224.0,"333 EAST 45TH STREET, 27A",10017,1977,2,R4,818000.0,7/23/19,True,True,False,False,False,False
50862,queens,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS,8178,8.0,"241-20 NORTHERN BOULEVARD, 3G",11362,1964,2,D4,155000.0,6/13/19,True,False,False,False,False,True
12546,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1497,21.0,"35 EAST 85TH ST, 3BN",10028,1959,2,D4,812500.0,12/10/19,True,True,False,False,False,False
41886,bronx,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,4048,49.0,1863 VICTOR ST,10462,1901,1,A1,400000.0,6/28/19,True,False,False,False,True,False
65246,queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,9222,20.0,85-26 115TH STREET,11418,1920,1,A1,590000.0,9/9/19,True,False,False,False,False,True
78961,staten_island,WOODROW,01 ONE FAMILY DWELLINGS,7105,162.0,20 LEMONDROP COURT,10309,2017,1,A5,610848.0,6/20/19,True,False,False,True,False,False
68463,queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11691,37.0,135-07 FOCH BOULEVARD,11420,1925,1,A1,299130.0,11/12/19,True,False,False,False,False,True
67052,queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11978,19.0,114-28 148TH STREET,11436,1930,1,A1,525000.0,11/25/19,True,False,False,False,False,True
53848,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,5023,18.0,"143-30 ROOSEVELT AVENUE, 7L",11354,1961,2,D4,388000.0,5/13/19,True,False,False,False,False,True
45825,bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,4697,42.0,1040 EAST 215 STREET,10469,1945,1,A5,350000.0,12/4/19,True,False,False,False,True,False
16169,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1888,31.0,"310 WEST 99TH STREET, 302",10025,1920,2,D4,1075000.0,5/20/19,True,True,False,False,False,False
56515,queens,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,3291,1.0,"73-20 AUSTIN STREET, 3O",11375,1930,2,D4,380000.0,12/23/19,True,False,False,False,False,True
44220,bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,5377,57.0,2863 HARRINGTON AVENUE,10461,1920,1,A1,640000.0,12/12/19,True,False,False,False,True,False
55193,queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,7008,32.0,77-14 173RD STREET,11366,1950,1,A1,942888.0,4/11/19,True,False,False,False,False,True
8961,manhattan,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS,1273,1101.0,"58 WEST 58TH STREET, 19-F",10019,,2,R4,800001.0,4/17/19,True,True,False,False,False,False
16232,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1893,1.0,"360 RIVERSIDE DRIVE, 5B",10025,1917,2,D4,930000.0,7/17/19,True,True,False,False,False,False
72270,staten_island,BULLS HEAD,02 TWO FAMILY DWELLINGS,1499,22.0,543 WEST CASWELL AVENUE,10314,1901,1,B1,484500.0,11/8/19,True,False,False,True,False,False
23276,brooklyn,CANARSIE,02 TWO FAMILY DWELLINGS,7913,41.0,216 EAST 89TH STREET,11236,1960,1,B1,215000.0,5/8/19,True,False,True,False,False,False
9275,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,890,1.0,"7 PARK AVENUE, 83",10016,1953,2,D4,587500.0,1/9/19,True,True,False,False,False,False
53772,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,4769,1.0,"142-21 26TH AVE, 1D",11354,1954,2,D4,210000.0,4/23/19,True,False,False,False,False,True
10456,manhattan,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS,16,5543.0,"200 RECTOR PLACE, 4Y",10280,1987,2,R4,1175000.0,2/8/19,True,True,False,False,False,False
13303,manhattan,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1515,1254.0,"120 EAST 87TH STREET, P26-B",10128,1981,2,R4,5200000.0,6/28/19,True,True,False,False,False,False
27859,brooklyn,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,5223,58.0,522 EAST 24 STREET,11210,1899,1,A1,1900000.0,1/18/19,True,False,True,False,False,False
63279,queens,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS,7748,500.0,"75-40 BELL BOULEVARD, 5O",11364,1965,2,D4,120000.0,8/26/19,True,False,False,False,False,True
13620,manhattan,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1551,1174.0,"360 EAST 89TH STREET, 28A",10128,2015,2,R4,5700000.0,11/6/19,True,True,False,False,False,False
43381,bronx,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS,4457,52.0,1140 ALLERTON AVENUE,10469,1960,1,A5,489000.0,3/14/19,True,False,False,False,True,False
6345,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,248,1212.0,"250 SOUTH STREET, 23P",10002,2015,2,R4,1561923.0,9/3/19,True,True,False,False,False,False
11996,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1447,1124.0,"1355 1 AVENUE, 24FL",10021,2009,2,R4,6500000.0,4/5/19,True,True,False,False,False,False
34141,brooklyn,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS,5399,21.0,"540 OCEAN PARKWAY, 3M",11218,1962,2,D4,445000.0,7/17/19,True,False,True,False,False,False
27237,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,4249,9.0,553 CHESTNUT STREET,11208,1960,1,B1,440500.0,6/21/19,True,False,True,False,False,False
29109,brooklyn,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS,4905,17.0,"282 EAST 35TH STREET, 4P",11203,1957,2,D4,260000.0,11/25/19,True,False,True,False,False,False
57009,queens,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,8489,1.0,"27010 GRAND CENTRAL PARKWAY, 15K",11005,1972,2,D4,940000.0,3/27/19,True,False,False,False,False,True
